dt,school_referral_program,social_media_influencers,marketing_channel_a,marketing_channel_b,covid
2018-08-07,140.9198465,38.17817446,1294.242977,15.63851905,0
2018-08-08,115.3138565,0.3854048686,24.00854513,3.217963754,0
2018-08-09,219.6685768,0.1976774522,132.9284995,2.926749701,0
2018-08-10,167.0419208,1.042268756,2371.171463,2.582120752,0
2018-08-11,180.008259,22.72883219,29656.39052,4.852149756,0
2018-08-12,129.9954788,29.59639334,9950.474864,13.38600962,0
2018-08-13,189.0396565,40.66537408,12141.51879,17.60812941,0
2018-08-14,231.2099064,0.3591414982,1669.547609,2.848004533,0
2018-08-15,154.165745,0.3450969558,104.4068046,2.679775485,0
2018-08-16,147.1732264,1.42558211,114.0866516,0.9099930735,0
2018-08-17,224.1249105,24.0209429,5320.857591,4.468128926,0
2018-08-18,162.5356805,35.40002814,5548.581326,15.82345466,0
2018-08-19,202.3158764,40.84425149,14634.25166,15.31584515,0
2018-08-20,162.8625451,0.2639478646,107.0465087,2.016550146,0
2018-08-21,129.193081,0.8501279366,540.42854,3.692349143,0
2018-08-22,137.7669867,1.309320254,19.57971701,0.9132515414,0
2018-08-23,178.1199074,25.5741146,1306.459509,4.570651319,0
2018-08-24,147.0847463,36.30422416,29517.50202,12.15898647,0
2018-08-25,119.7682996,40.60689202,2210.373858,14.18281516,0
2018-08-26,203.3886506,0.9970657112,144.2535573,2.509481862,0
2018-08-27,88.6867752,0.6210940767,6.006879035,4.854590464,0
2018-08-28,159.215201,1.643770273,506.6614691,1.365095401,0
2018-08-29,150.3308737,29.54515386,7694.524535,7.648979909,0
2018-08-30,199.7657753,38.28082413,30428.97258,11.2743391,0
2018-08-31,199.8567675,42.86658061,4207.687923,14.33771021,0
2018-09-01,143.087509,1.543134197,517.9530243,3.079278891,0
2018-09-02,131.057583,1.199567441,907.5907092,3.071286613,0
2018-09-03,182.6656656,1.937714863,535.8320247,1.270422163,0
2018-09-04,220.5299308,29.80936928,3422.172716,5.177784598,0
2018-09-05,157.7968073,36.35305844,4047.497215,12.79385138,0
2018-09-06,191.0801574,48.28843625,26798.04538,15.20711875,0
2018-09-07,152.6374543,0.8340509495,2663.257588,3.134798801,0
2018-09-08,144.790577,1.07081417,719.3559822,2.375055553,0
2018-09-09,131.3865153,1.634095075,1467.586996,1.731256829,0
2018-09-10,178.0192352,24.98086816,5911.976938,6.233277008,0
2018-09-11,201.9881396,41.90924727,9992.422729,11.40599808,0
2018-09-12,106.1604559,44.69196633,15045.46246,14.95589408,0
2018-09-13,163.4119763,2.019397677,470.1633602,2.406741493,0
2018-09-14,165.9799371,1.526847681,1000.198421,2.748488136,0
2018-09-15,140.6540694,2.82001259,316.9318969,1.311294843,0
2018-09-16,185.0670483,27.78099943,32382.41084,8.344067993,0
2018-09-17,169.5271567,42.66292575,11896.57781,11.04528999,0
2018-09-18,146.3829325,51.86168921,11490.41906,18.04813497,0
2018-09-19,180.9555788,1.928479402,88.77412096,2.885863968,0
2018-09-20,114.8186243,1.702407796,2424.116557,3.145217026,0
2018-09-21,182.1644365,3.111913769,87.83103456,1.771258741,0
2018-09-22,134.6356173,33.89560703,3075.99597,5.933868614,0
2018-09-23,133.4356478,44.83426085,8048.995963,10.0195713,0
2018-09-24,131.277492,49.43552308,65765.02278,18.50695317,0
2018-09-25,170.3158623,2.073139435,196.8821431,2.486140739,0
2018-09-26,84.03211343,2.090355721,1953.648123,2.812628786,0
2018-09-27,182.6086043,3.9693549,5516.308757,1.754956797,0
2018-09-28,167.5240691,28.35740941,13802.05779,5.885647591,0
2018-09-29,146.5101821,47.89822108,9491.591344,10.62854269,0
2018-09-30,190.457037,50.52335421,20385.39009,15.45684803,0
2018-10-01,129.05244,1.684097544,2159.634897,2.758851299,0
2018-10-02,136.0587098,1.617249646,0.07700391667,4.262427574,0
2018-10-03,174.9885632,3.497629572,23.10958776,1.858011166,0
2018-10-04,126.5498253,32.11707041,28975.73883,6.838491696,0
2018-10-05,217.826762,45.90877765,396.7791568,12.69630737,0
2018-10-06,157.0930363,52.1960139,7941.500237,14.30225818,0
2018-10-07,157.9896006,2.267524702,163.1243459,2.722580789,0
2018-10-08,163.8038985,2.63622331,2049.406373,4.070984052,0
2018-10-09,114.0235999,2.662709841,856.5142258,1.753488846,0
2018-10-10,118.3868199,32.18959312,5850.349061,6.291566199,0
2018-10-11,236.9660734,47.78848829,2594.364644,12.55578544,0
2018-10-12,123.9504969,53.42120971,22225.71325,17.10757547,0
2018-10-13,122.7409423,2.034502421,19.79162029,3.574430356,0
2018-10-14,139.0004957,1.909555679,360.1666491,2.514961492,0
2018-10-15,177.9747812,3.881056731,42.85112018,2.047721329,0
2018-10-16,225.2862356,38.44250456,1687.693298,5.346679887,0
2018-10-17,134.5841467,42.12136735,13296.77567,12.90239292,0
2018-10-18,130.9398102,55.85936545,11482.22069,14.3147111,0
2018-10-19,172.4455011,2.388660679,280.1118884,2.266625344,0
2018-10-20,176.2438029,2.230636844,482.4896108,2.841777979,0
2018-10-21,155.9719143,3.6325278,1643.614071,2.764999977,0
2018-10-22,220.8727938,38.64290545,19026.70433,6.476803505,0
2018-10-23,143.9817214,47.62875243,4339.69946,11.83485062,0
2018-10-24,138.8023141,52.55209147,19996.5963,16.28081969,0
2018-10-25,145.9406058,2.659979912,17.32675027,3.237883604,0
2018-10-26,120.5346781,2.788660874,2553.808837,2.808014563,0
2018-10-27,130.7864659,3.994267059,282.2363649,2.182417949,0
2018-10-28,165.9071191,33.78688464,10794.68733,6.400705001,0
2018-10-29,77.04896003,50.42342149,6693.662961,12.08330089,0
2018-10-30,154.4823536,59.44863887,25237.96463,14.09554879,0
2018-10-31,126.7463334,4.261586112,408.8768051,3.154163781,0
2018-11-01,164.656489,4.622874916,401.4793284,2.850871023,0
2018-11-02,131.5880967,4.554903925,34.59456748,1.651806107,0
2018-11-03,121.4803174,38.06202251,8578.504773,6.131239119,0
2018-11-04,161.0278328,51.27492886,55503.01485,9.578393286,0
2018-11-05,131.0908546,60.17159141,8165.111393,17.10821868,0
2018-11-06,115.2849103,3.779137369,1160.958595,2.631150077,0
2018-11-07,164.5994591,3.313578244,930.7684076,2.6127911,0
2018-11-08,216.6968527,6.4579109,101.2886673,2.073377154,0
2018-11-09,142.1585507,40.11557076,17682.77469,5.276800112,0
2018-11-10,179.2587299,54.45263588,32596.14508,12.22885448,0
2018-11-11,147.4673993,57.00233892,9303.91711,15.25868968,0
2018-11-12,157.5639328,4.987877586,1908.737487,3.284694879,0
2018-11-13,208.9685912,4.597029658,1817.731938,2.782961995,0
2018-11-14,215.5786996,6.573235582,2638.046204,1.524031271,0
2018-11-15,154.911627,38.06181411,6508.793521,7.333736816,0
2018-11-16,223.2085902,61.30821057,20014.34839,11.60584852,0
2018-11-17,144.1850364,62.86318879,31482.97591,15.93069918,0
2018-11-18,117.3691517,5.486554217,557.255796,3.489073271,0
2018-11-19,201.1706998,5.03210305,68.12239966,3.129426788,0
2018-11-20,170.401595,6.005020013,192.9989833,2.502662838,0
2018-11-21,173.4773373,47.94075237,17341.17209,6.225464791,0
2018-11-22,159.4728652,53.92728384,18481.54523,10.01617586,0
2018-11-23,206.3843396,63.6534517,24445.06007,15.95919438,0
2018-11-24,104.5516427,5.817282104,771.289317,2.061036888,0
2018-11-25,148.6701502,5.478561969,1305.011025,3.009727635,0
2018-11-26,192.6299433,8.679110528,511.2641248,1.612994075,0
2018-11-27,194.7723378,41.48875635,7557.710371,5.432647006,0
2018-11-28,173.1740702,55.87530137,33687.75849,12.60030822,0
2018-11-29,172.7116729,61.27154713,8028.031654,15.79195351,0
2018-11-30,142.9766279,3.778835544,6458.766363,2.047425989,0
2018-12-01,156.228617,7.504263582,0.1051113823,4.027661224,0
2018-12-02,151.8141802,6.675443034,37.62912666,1.767111764,0
2018-12-03,144.1885905,41.48846492,506.2294107,4.513992732,0
2018-12-04,229.9519816,58.42188418,9485.524734,14.04490571,0
2018-12-05,118.8670948,60.3614494,4423.19275,16.36427381,0
2018-12-06,106.1020798,5.608926359,0.485675887,2.16820087,0
2018-12-07,182.4791248,6.253645331,113.8483673,2.329363509,0
2018-12-08,159.9518945,7.087447051,628.6470513,2.010097525,0
2018-12-09,130.7004384,43.17131466,4330.94224,4.981145305,0
2018-12-10,130.3571314,59.43105446,15057.98781,13.36342257,0
2018-12-11,159.6421909,62.77191502,44055.69869,14.61668158,0
2018-12-12,140.846981,6.691567713,84.87451795,2.372181076,0
2018-12-13,172.4561731,4.925638951,1017.232226,3.125428459,0
2018-12-14,166.8392515,10.03691301,571.08495,2.861963657,0
2018-12-15,103.1920955,41.61648365,5950.157637,6.22630218,0
2018-12-16,135.2317405,59.6913255,7205.705392,11.33131935,0
2018-12-17,121.0178798,68.69818459,14506.88463,15.12519879,0
2018-12-18,122.0827212,7.298467951,976.7615147,2.81662747,0
2018-12-19,125.8622062,6.711615774,18.91056657,3.269940475,0
2018-12-20,158.4710266,8.094481485,2003.054392,1.900611648,0
2018-12-21,254.6824947,41.9309684,3445.544689,6.750747526,0
2018-12-22,185.9392786,55.19595974,7485.748729,10.88457583,0
2018-12-23,125.4724836,73.39173186,2754.917467,14.18616313,0
2018-12-24,172.7727498,7.947389075,921.1582432,3.672594601,0
2018-12-25,154.5155918,5.166693104,5.43E-06,3.429473599,0
2018-12-26,84.03106753,11.34320602,1339.997788,1.9494309,0
2018-12-27,113.6555794,45.84730865,3011.617946,6.492419531,0
2018-12-28,107.1421051,60.34212354,11076.71587,10.8230502,0
2018-12-29,108.9171833,70.09900687,47305.56727,17.31444476,0
2018-12-30,227.9367726,7.487839938,0.1578448901,2.686316746,0
2018-12-31,141.5524009,9.126219669,1922.026085,3.871331737,0
2019-01-01,159.9988049,10.14948233,3150.053334,2.463769879,0
2019-01-02,168.0194589,50.83122572,22691.33988,4.811698848,0
2019-01-03,171.7975773,66.98549116,13834.01062,13.66767675,0
2019-01-04,142.3741454,70.47418871,16136.27234,14.97877496,0
2019-01-05,174.7397508,8.058073217,1050.591489,2.781495973,0
2019-01-06,118.3924792,6.63181688,5497.435179,3.199844829,0
2019-01-07,214.3464115,8.433931993,199.3220273,1.526492563,0
2019-01-08,175.9919939,50.07758594,4781.893613,5.459412019,0
2019-01-09,185.111957,64.4783191,13229.42231,9.452594317,0
2019-01-10,199.7465292,71.38827478,19128.03768,14.90916155,0
2019-01-11,118.3367557,10.8773299,2415.305402,2.605187652,0
2019-01-12,151.3247606,8.03176799,1213.521124,1.875550179,0
2019-01-13,198.3260224,12.66002728,911.1417436,2.623325129,0
2019-01-14,137.7829161,54.7745096,22276.9406,6.885376613,0
2019-01-15,181.3405664,64.06210717,14598.32688,13.57991511,0
2019-01-16,157.7127313,74.15740758,4765.44765,17.23748169,0
2019-01-17,163.8794556,7.717763836,70.18386485,2.372500653,0
2019-01-18,123.9701999,7.159063365,6333.981477,3.2471164,0
2019-01-19,95.00076072,10.20823433,610.6736026,2.31016148,0
2019-01-20,149.4413144,54.20395918,6242.818448,7.044781386,0
2019-01-21,186.8569687,69.70066554,17975.61751,12.86002591,0
2019-01-22,109.745091,84.45399304,25454.61407,16.7522195,0
2019-01-23,139.7121351,11.22330547,224.7302505,3.583700325,0
2019-01-24,226.5623577,7.497588183,481.6631508,2.742914703,0
2019-01-25,144.2019524,10.88527911,34.88699418,1.23580761,0
2019-01-26,191.7877839,57.24428124,13427.09084,6.161385581,0
2019-01-27,186.0544129,69.52257411,30463.30776,10.8106624,0
2019-01-28,185.1352414,83.35118389,16194.95567,17.52171446,0
2019-01-29,98.75287956,10.83638916,477.5509416,3.301991466,0
2019-01-30,144.7035987,10.29495235,74.72308095,3.183521967,0
2019-01-31,215.8298891,11.26029353,3896.667214,1.600740194,0
2019-02-01,180.8935664,54.17105787,11254.7194,5.656625498,0
2019-02-02,181.8279509,69.5388759,23074.92151,12.86661463,0
2019-02-03,195.7690124,82.61765578,23645.98096,12.63719016,0
2019-02-04,134.2099179,9.87326629,2385.019697,4.034656516,0
2019-02-05,164.8305426,9.746192984,1899.64553,2.24767743,0
2019-02-06,201.2634664,14.40242507,90.49850537,2.159297056,0
2019-02-07,166.0614449,51.68677484,45031.12805,5.605974813,0
2019-02-08,167.6142663,77.06658718,58349.72676,12.08228035,0
2019-02-09,139.0526276,86.69523131,28719.70863,17.81869942,0
2019-02-10,116.4290474,11.55395726,13.61417073,2.929429421,0
2019-02-11,131.8799252,10.41895158,2657.879443,2.497149673,0
2019-02-12,151.3894066,14.04569987,1557.284473,2.741516018,0
2019-02-13,186.7404723,63.32655565,49180.46606,6.383328927,0
2019-02-14,81.19930944,74.01930603,21785.20625,11.17141028,0
2019-02-15,216.1611953,79.71757418,37345.44935,13.83742548,0
2019-02-16,186.9664594,11.99644904,454.1147326,1.633857337,0
2019-02-17,155.4257029,10.83672172,1084.953545,4.262019501,0
2019-02-18,189.6471242,15.12387925,733.1197865,1.823615032,0
2019-02-19,132.1069074,55.0981538,12534.71807,6.400459133,0
2019-02-20,176.3740041,80.77299035,34582.86233,12.38786561,0
2019-02-21,180.2759338,81.82779935,61960.81805,17.18668104,0
2019-02-22,94.6223887,14.82332664,7.011270105,3.159769811,0
2019-02-23,243.9255793,11.94074504,8885.65047,2.771640485,0
2019-02-24,158.3703002,16.71645265,569.532269,2.712258201,0
2019-02-25,202.6507061,59.49568568,1287.333334,4.38928324,0
2019-02-26,104.8051409,73.94837509,9133.661186,11.57215321,0
2019-02-27,151.1932013,87.88266833,32888.37602,14.59430649,0
2019-02-28,136.2340816,18.64634363,2451.953549,3.124297298,0
2019-03-01,208.8679682,14.98125722,1210.162951,2.871227918,0
2019-03-02,168.8744776,16.75752121,1456.709027,3.052235639,0
2019-03-03,170.3406847,65.93965323,10909.21495,6.23290728,0
2019-03-04,141.0572973,83.8877658,30144.43776,15.30910977,0
2019-03-05,153.9723642,88.01017319,16690.04476,19.19939058,0
2019-03-06,136.2057862,18.11578616,960.6643041,3.425320699,0
2019-03-07,145.9852649,13.76365327,676.2428397,2.968658311,0
2019-03-08,191.2656887,15.68088897,2209.136596,2.580520364,0
2019-03-09,197.5112144,65.71929082,8533.00143,6.131272703,0
2019-03-10,81.56278949,77.62659565,9573.421739,11.31258222,0
2019-03-11,143.4056629,92.29063086,16429.07941,15.79318804,0
2019-03-12,144.8180109,14.93181089,2632.761378,4.504119448,0
2019-03-13,176.2044429,14.82816071,326.6273293,2.534972363,0
2019-03-14,174.0758514,17.55909357,81.01959258,2.22875349,0
2019-03-15,171.1412454,68.27591226,4931.914289,8.060320568,0
2019-03-16,145.2089555,90.67679267,5972.34516,12.35256425,0
2019-03-17,153.0641115,100.1530774,5475.007797,15.7871454,0
2019-03-18,139.4004293,13.22962705,4678.557367,2.944694472,0
2019-03-19,187.6961383,15.71561628,3094.066405,2.285671371,0
2019-03-20,82.92040592,15.88120267,698.5865089,2.553788596,0
2019-03-21,143.8693149,62.22543833,7269.005313,6.272607367,0
2019-03-22,206.4663248,88.11876408,2198.41188,11.21712814,0
2019-03-23,158.3060595,90.47873426,25126.64439,15.55028486,0
2019-03-24,152.5755315,17.33679919,1162.983264,3.331336252,0
2019-03-25,163.396882,12.5846828,10837.05521,2.782797855,0
2019-03-26,142.0909548,17.85270861,7296.914096,1.584260621,0
2019-03-27,182.4259151,71.94809588,10953.25248,6.192987601,0
2019-03-28,185.385058,88.14082767,28083.08568,13.14665224,0
2019-03-29,112.5708813,91.45923627,35423.83887,16.62113029,0
2019-03-30,116.8554739,17.05541766,5771.691209,2.378970336,0
2019-03-31,196.8476999,14.73814805,1394.24911,3.424482811,0
2019-04-01,146.2419929,16.10356803,4967.384508,2.472570541,0
2019-04-02,135.5080078,70.09618635,13448.49683,7.641725151,0
2019-04-03,95.45337407,92.64301619,10562.61322,14.21074534,0
2019-04-04,145.5308997,106.1963236,36301.40858,16.87021947,0
2019-04-05,253.3549702,17.22412431,3961.572751,3.229716522,0
2019-04-06,210.3438224,16.31194196,287.8528798,1.797153642,0
2019-04-07,165.0003304,20.89091813,5916.514243,1.218773641,0
2019-04-08,165.9855693,77.69020844,19501.12629,5.404764828,0
2019-04-09,219.6460573,90.1116935,16339.09574,13.30846412,0
2019-04-10,114.1151537,100.0425878,4546.22348,13.48374129,0
2019-04-11,112.9495995,23.16612824,750.5727191,2.993819902,0
2019-04-12,158.7558255,18.36588259,10951.57545,3.037973569,0
2019-04-13,80.79612337,25.00218887,3059.61921,3.604992515,0
2019-04-14,183.5449907,76.56836398,2518.936176,7.620077725,0
2019-04-15,153.6752966,91.7583473,30254.45187,11.84141247,0
2019-04-16,216.4371716,101.9169167,19657.64506,14.87415079,0
2019-04-17,165.3019086,20.60124641,1092.012321,3.580399529,0
2019-04-18,199.9414928,19.12182963,1306.318604,2.220918019,0
2019-04-19,178.526695,21.16756552,831.8002889,1.979198341,0
2019-04-20,101.3640986,71.69052054,17092.44038,6.961350948,0
2019-04-21,144.0165164,94.78107943,13522.25077,12.30626563,0
2019-04-22,205.4910367,97.63719352,37025.55893,17.76774346,0
2019-04-23,147.173042,18.51988553,208.3283534,2.469053741,0
2019-04-24,155.7037385,15.90961689,2535.595928,4.013120515,0
2019-04-25,131.1838307,26.71170506,1487.376881,2.012100044,0
2019-04-26,187.6012356,76.65128756,12456.08066,5.620927027,0
